설치장소명,설치장소상세,설치시도명,설치시군구명,설치시설구분,서비스제공사명,와이파이SSID,설치연월,소재지도로명주소,소재지지번주소,관리기관명,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자
송중동주민센터,1F 민원실,서울특별시,강북구,관공서,강북구청,PublicWiFi@Gangbuk,2012-01,서울특별시 강북구 오패산로 162,서울특별시 강북구 미아동 87-141,강북구청,02-901-7212,37.6161144,127.0336992,2020-06-15
송중동주민센터,3F 로비(창고 앞),서울특별시,강북구,관공서,강북구청,PublicWiFi@Gangbuk,2012-01,서울특별시 강북구 오패산로 162,서울특별시 강북구 미아동 87-141,강북구청,02-901-7212,37.6161144,127.0336992,2020-06-15
송천동주민센터,1F 민원실,서울특별시,강북구,관공서,강북구청,PublicWiFi@Gangbuk,2012-01,서울특별시 강북구 솔샘로 284,서울특별시 강북구 미아동 860-56,강북구청,02-901-7212,37.6183482,127.0238912,2020-06-15
송천동주민센터,1F 민원실,서울특별시,강북구,관공서,강북구청,PublicWiFi@Gangbuk,2012-01,서울특별시 강북구 솔샘로 284,서울특별시 강북구 미아동 860-56,강북구청,02-901-7212,37.6183482,127.0238912,2020-06-15
삼각산동주민센터,1F 민원실,서울특별시,강북구,관공서,강북구청,PublicWiFi@Gangbuk,2012-01,서울특별시 강북구 삼양로19길 34,서울특별시 강북구 미아동 813-3,강북구청,02-901-7212,37.61525,127.017489,2020-06-15
삼각산동주민센터,1F 민원실,서울특별시,강북구,관공서,강북구청,PublicWiFi@Gangbuk,2012-01,서울특별시 강북구 삼양로19길 34,서울특별시 강북구 미아동 813-3,강북구청,02-901-7212,37.61525,127.02068,2020-06-15
번1동주민센터,1F 민원실,서울특별시,강북구,관공서,강북구청,PublicWiFi@Gangbuk,2012-01,서울특별시 강북구 덕릉로41길 74,서울특별시 강북구 번동 417-11,강북구청,02-901-7212,37.637859,127.02068,2020-06-15
번1동주민센터,2F 행정실,서울특별시,강북구,관공서,강북구청,PublicWiFi@Gangbuk,2012-01,서울특별시 강북구 덕릉로41길 74,서울특별시 강북구 번동 417-11,강북구청,02-901-7212,37.637859,127.028847,2020-06-15
번2동주민센터,1F 민원실,서울특별시,강북구,관공서,강북구청,PublicWiFi@Gangbuk,2012-01,서울특별시 강북구 한천로 897,서울특별시 강북구 번동 232,강북구청,02-901-7212,37.6322163,127.028847,2020-06-15
번2동주민센터,1F 민원실,서울특별시,강북구,관공서,강북구청,PublicWiFi@Gangbuk,2012-01,서울특별시 강북구 한천로 897,서울특별시 강북구 번동 232,강북구청,02-901-7212,37.6322163,127.0387405,2020-06-15
번3동주민센터,1F 민원실,서울특별시,강북구,관공서,강북구청,PublicWiFi@Gangbuk,2012-01,서울특별시 강북구 한천로105길 21,서울특별시 강북구 번동 242-3,강북구청,02-901-7212,37.6258778,127.0465932,2020-06-15
번3동주민센터,1F 민원실,서울특별시,강북구,관공서,강북구청,PublicWiFi@Gangbuk,2012-01,서울특별시 강북구 한천로105길 21,서울특별시 강북구 번동 242-3,강북구청,02-901-7212,37.6258778,127.0465932,2020-06-15
수유1동주민센터,1F 민원실,서울특별시,강북구,관공서,강북구청,PublicWiFi@Gangbuk,2012-01,서울특별시 강북구 삼양로 299,서울특별시 강북구 수유동 605-412,강북구청,02-901-7212,37.6300757,127.017582,2020-06-15
수유1동주민센터,1F 민원실,서울특별시,강북구,관공서,강북구청,PublicWiFi@Gangbuk,2012-01,서울특별시 강북구 삼양로 299,서울특별시 강북구 수유동 605-412,강북구청,02-901-7212,37.6300757,127.017582,2020-06-15
수유2동주민센터,1F 민원실,서울특별시,강북구,관공서,강북구청,PublicWiFi@Gangbuk,2012-01,서울특별시 강북구 한천로 1117,서울특별시 강북구 수유동 730-1,강북구청,02-901-7212,37.6446663,127.0199661,2020-06-15
수유2동주민센터,2F 민원실,서울특별시,강북구,관공서,강북구청,PublicWiFi@Gangbuk,2012-01,서울특별시 강북구 한천로 1117,서울특별시 강북구 수유동 730-1,강북구청,02-901-7212,37.6446663,127.0199661,2020-06-15
수유3동주민센터,1F 민원실,서울특별시,강북구,관공서,강북구청,PublicWiFi@Gangbuk,2012-01,서울특별시 강북구 노해로 36,서울특별시 강북구 수유동 223-8,강북구청,02-901-7212,37.6387143,127.0230802,2020-06-15
수유3동주민센터,1F 민원실,서울특별시,강북구,관공서,강북구청,PublicWiFi@Gangbuk,2012-01,서울특별시 강북구 노해로 36,서울특별시 강북구 수유동 223-8,강북구청,02-901-7212,37.6387143,127.0230802,2020-06-15
우이동주민센터,1F 민원실,서울특별시,강북구,관공서,강북구청,PublicWiFi@Gangbuk,2012-01,서울특별시 강북구 삼양로139길 49,서울특별시 강북구 수유동 568-100,강북구청,02-901-7212,37.6479623,127.011899,2020-06-15
우이동주민센터,1F 민원실,서울특별시,강북구,관공서,강북구청,PublicWiFi@Gangbuk,2012-01,서울특별시 강북구 삼양로139길 49,서울특별시 강북구 수유동 568-100,강북구청,02-901-7212,37.6479623,127.011899,2020-06-15
인수동주민센터,1F 민원실,서울특별시,강북구,관공서,강북구청,PublicWiFi@Gangbuk,2012-01,서울특별시 강북구 인수봉로 255,서울특별시 강북구 수유동 527-19,강북구청,02-901-7212,37.6415089,127.0106684,2020-06-15
인수동주민센터,1F 민원실,서울특별시,강북구,관공서,강북구청,PublicWiFi@Gangbuk,2012-01,서울특별시 강북구 인수봉로 255,서울특별시 강북구 수유동 527-19,강북구청,02-901-7212,37.6415089,127.0106684,2020-06-15
강북문화예술회관,B1F 안내소,서울특별시,강북구,기타,강북구청,PublicWiFi@Gangbuk,2012-01,서울특별시 강북구 삼각산로 85,서울특별시 강북구 수유동 360-10,강북구청,02-901-7212,37.6407903,127.0133567,2020-06-15
강북문화예술회관,2F 복도,서울특별시,강북구,기타,강북구청,PublicWiFi@Gangbuk,2012-01,서울특별시 강북구 삼각산로 85,서울특별시 강북구 수유동 360-10,강북구청,02-901-7212,37.6407903,127.0133567,2020-06-15
강북문화예술회관,2F 정보화교육장,서울특별시,강북구,기타,강북구청,PublicWiFi@Gangbuk,2012-01,서울특별시 강북구 삼각산로 85,서울특별시 강북구 수유동 360-10,강북구청,02-901-7212,37.6407903,127.0133567,2020-06-15
강북문화예술회관,3F 독서실,서울특별시,강북구,기타,강북구청,PublicWiFi@Gangbuk,2012-01,서울특별시 강북구 삼각산로 85,서울특별시 강북구 수유동 360-10,강북구청,02-901-7212,37.6407903,127.0133567,2020-06-15
강북문화예술회관,광장 시계탑,서울특별시,강북구,기타,강북구청,PublicWiFi@Gangbuk,2012-01,서울특별시 강북구 삼각산로 85,서울특별시 강북구 수유동 360-10,강북구청,02-901-7212,37.6407903,127.0133567,2020-06-15
강북청소년문화정보도서관,3F 전자정보실,서울특별시,강북구,기타,강북구청,PublicWiFi@Gangbuk,2012-01,서울특별시 강북구 삼양로54길 68,서울특별시 강북구 미아동 754-1,강북구청,02-901-7212,37.6230735,127.0215719,2020-06-15
강북청소년문화정보도서관,4F 열람실,서울특별시,강북구,기타,강북구청,PublicWiFi@Gangbuk,2012-01,서울특별시 강북구 삼양로54길 68,서울특별시 강북구 미아동 754-1,강북구청,02-901-7212,37.6230735,127.0215719,2020-06-15
강북문화정보도서관,건물외부 쉼터(3F 창문),서울특별시,강북구,기타,강북구청,PublicWiFi@Gangbuk,2012-01,서울특별시 강북구 오현로 145,서울특별시 강북구 번동 산27-108,강북구청,02-901-7212,37.6252246,127.0362453,2020-06-15
솔샘문화정보도서관,3F 교육장 제1강의실,서울특별시,강북구,기타,강북구청,PublicWiFi@Gangbuk,2012-01,서울특별시 강북구 솔샘로 177,서울특별시 강북구 삼양동 1354-4,강북구청,02-901-7212,37.6204732,127.0123959,2020-06-15
솔샘문화정보도서관,3F 교육장 제2강의실,서울특별시,강북구,기타,강북구청,PublicWiFi@Gangbuk,2012-01,서울특별시 강북구 솔샘로 177,서울특별시 강북구 삼양동 1354-4,강북구청,02-901-7212,37.6204732,127.0123959,2020-06-15
솔샘문화정보도서관,4F 제1열람실,서울특별시,강북구,기타,강북구청,PublicWiFi@Gangbuk,2012-01,서울특별시 강북구 솔샘로 177,서울특별시 강북구 삼양동 1354-4,강북구청,02-901-7212,37.6204732,127.0123959,2020-06-15
송중문화정보도서관,1F 휴게실,서울특별시,강북구,기타,강북구청,PublicWiFi@Gangbuk,2012-01,서울특별시 강북구 도봉로20나길 6,서울특별시 강북구 미아동 138-11,강북구청,02-901-7212,37.6183108,127.0300076,2020-06-15
송중문화정보도서관,2F 컴퓨터공간,서울특별시,강북구,기타,강북구청,PublicWiFi@Gangbuk,2012-01,서울특별시 강북구 도봉로20나길 6,서울특별시 강북구 미아동 138-11,강북구청,02-901-7212,37.6183108,127.0300076,2020-06-15
수유문화정보도서관,3F 자료실,서울특별시,강북구,기타,강북구청,PublicWiFi@Gangbuk,2012-01,서울특별시 강북구 삼양로 299(수유1동주민센터),서울특별시 강북구 수유동 605-412,강북구청,02-901-7212,37.6300757,127.017582,2020-06-15
수유문화정보도서관,4F 열람실,서울특별시,강북구,기타,강북구청,PublicWiFi@Gangbuk,2012-01,서울특별시 강북구 삼양로 299(수유1동주민센터),서울특별시 강북구 수유동 605-412,강북구청,02-901-7212,37.6300757,127.017582,2020-06-15
벌리어린이공원,공원내 CCTV 시설물,서울특별시,강북구,지역문화시설,서울특별시,PublicWiFi@Seoul,2014-01,서울특별시 강북구 번동 240,서울특별시 강북구 번동 240,서울특별시,02-901-7212,37.6275651,127.0443356,2020-06-15
벌리어린이공원,공원내 CCTV 시설물,서울특별시,강북구,지역문화시설,서울특별시,PublicWiFi@Seoul,2014-01,서울특별시 강북구 번동 240,서울특별시 강북구 번동 240,서울특별시,02-901-7212,37.6274285,127.0444271,2020-06-15
응달마을어린이공원,공원내 CCTV 시설물,서울특별시,강북구,지역문화시설,서울특별시,PublicWiFi@Seoul,2014-01,서울특별시 강북구 미아동 860-116,서울특별시 강북구 미아동 860-116,서울특별시,02-901-7212,37.6182361,127.0242025,2020-06-15
응달마을어린이공원,공원내 CCTV 시설물,서울특별시,강북구,지역문화시설,서울특별시,PublicWiFi@Seoul,2014-01,서울특별시 강북구 미아동 860-116,서울특별시 강북구 미아동 860-116,서울특별시,02-901-7212,37.6182782,127.0241376,2020-06-15
솔샘어린이공원,공원내 CCTV 시설물,서울특별시,강북구,지역문화시설,서울특별시,PublicWiFi@Seoul,2014-01,서울특별시 강북구 미아동 329-11,서울특별시 강북구 미아동 329-11,서울특별시,02-901-7212,37.6180331,127.027074,2020-06-15
솔샘어린이공원,공원내 CCTV 시설물,서울특별시,강북구,지역문화시설,서울특별시,PublicWiFi@Seoul,2014-01,서울특별시 강북구 미아동 329-11,서울특별시 강북구 미아동 329-11,서울특별시,02-901-7212,37.6180913,127.026983,2020-06-15
수유일공원(삼각산공원),공원내 CCTV 시설물,서울특별시,강북구,지역문화시설,서울특별시,PublicWiFi@Seoul,2014-01,서울특별시 강북구 수유동 605-389,서울특별시 강북구 수유동 605-389,서울특별시,02-901-7212,37.6305603,127.0171597,2020-06-15
수유일공원(삼각산공원),공원내 CCTV 시설물,서울특별시,강북구,지역문화시설,서울특별시,PublicWiFi@Seoul,2014-01,서울특별시 강북구 수유동 605-389,서울특별시 강북구 수유동 605-389,서울특별시,02-901-7212,37.6306099,127.0171537,2020-06-15
하늘어린이공원,공원내 CCTV 시설물,서울특별시,강북구,지역문화시설,서울특별시,PublicWiFi@Seoul,2014-01,서울특별시 강북구 미아동 791-3648,서울특별시 강북구 미아동 791-3648,서울특별시,02-901-7212,37.6242678,127.0131321,2020-06-15
하늘어린이공원,공원내 CCTV 시설물,서울특별시,강북구,지역문화시설,서울특별시,PublicWiFi@Seoul,2014-01,서울특별시 강북구 미아동 791-3648,서울특별시 강북구 미아동 791-3648,서울특별시,02-901-7212,37.6243664,127.0130103,2020-06-15
강북북부시장,번동북부시장 경희양품 앞 천정,서울특별시,강북구,편의시설,서울특별시,PublicWiFi@Seoul,2014-01,서울특별시 강북구 한천로123길 26,서울특별시 강북구 번동 413-3,서울특별시,02-901-7212,37.636255,127.03036,2020-06-15
강북북부시장,번동북부시장 오아시스식당(호프) 앞,서울특별시,강북구,편의시설,서울특별시,PublicWiFi@Seoul,2014-01,서울특별시 강북구 한천로123길 26,서울특별시 강북구 번동 413-3,서울특별시,02-901-7212,37.636255,127.03036,2020-06-15
강북북부시장,번동북부시장 유일방앗간 앞 CCTV 폴,서울특별시,강북구,편의시설,서울특별시,PublicWiFi@Seoul,2014-01,서울특별시 강북구 한천로123길 26,서울특별시 강북구 번동 413-3,서울특별시,02-901-7212,37.636255,127.03036,2020-06-15
흰구름어린이공원,공원내 CCTV 시설물,서울특별시,강북구,지역문화시설,서울특별시,PublicWiFi@Seoul,2015-01,서울특별시 강북구 노해로23길 58,서울특별시 강북구 수유동 252-19,서울특별시,02-901-7212,37.6457475,127.0204344,2020-06-15
삼양마을공원,공원내 CCTV 시설물,서울특별시,강북구,지역문화시설,서울특별시,PublicWiFi@Seoul,2015-01,서울특별시 강북구 삼양로47길 15,서울특별시 강북구 미아동 748-2,서울특별시,02-901-7212,37.6332141,127.0206991,2020-06-15
삼양마을공원,공원내 CCTV 시설물,서울특별시,강북구,지역문화시설,서울특별시,PublicWiFi@Seoul,2015-01,서울특별시 강북구 삼양로47길 15,서울특별시 강북구 미아동 748-2,서울특별시,02-901-7212,37.6332141,127.0206991,2020-06-15
삼양체육과학공원,공원내 CCTV 시설물,서울특별시,강북구,지역문화시설,서울특별시,PublicWiFi@Seoul,2015-01,서울특별시 강북구 인수봉로17길 26,서울특별시 강북구 미아동 산108-94,서울특별시,02-901-7212,37.6251007,127.0108939,2020-06-15
삼양체육과학공원,공원내 CCTV 시설물,서울특별시,강북구,지역문화시설,서울특별시,PublicWiFi@Seoul,2015-01,서울특별시 강북구 인수봉로17길 26,서울특별시 강북구 미아동 산108-94,서울특별시,02-901-7212,37.6251007,127.0108939,2020-06-15
운산어린이공원,공원내 CCTV 시설물,서울특별시,강북구,지역문화시설,서울특별시,PublicWiFi@Seoul,2015-01,서울특별시 강북구 미아동 165-3,서울특별시 강북구 미아동 165-3,서울특별시,02-901-7212,37.632098,127.0255954,2020-06-15
샛강어린이공원,공원내 CCTV 시설물,서울특별시,강북구,지역문화시설,서울특별시,PublicWiFi@Seoul,2015-01,서울특별시 강북구 번동 472-39,서울특별시 강북구 번동 472-39,서울특별시,02-901-7212,37.6393648,127.0330089,2020-06-15
오현어린이공원,공원내 CCTV 시설물,서울특별시,강북구,지역문화시설,서울특별시,PublicWiFi@Seoul,2015-01,서울특별시 강북구 한천로105길 23,서울특별시 강북구 번동 244,서울특별시,02-901-7212,37.6237112,127.0464498,2020-06-15
오현어린이공원,공원내 CCTV 시설물,서울특별시,강북구,지역문화시설,서울특별시,PublicWiFi@Seoul,2015-01,서울특별시 강북구 한천로105길 23,서울특별시 강북구 번동 244,서울특별시,02-901-7212,37.6237112,127.0464498,2020-06-15
오패어린이공원,공원내 CCTV 시설물,서울특별시,강북구,지역문화시설,서울특별시,PublicWiFi@Seoul,2015-01,서울특별시 강북구 미아동 258-236,서울특별시 강북구 미아동 258-236,서울특별시,02-901-7212,37.6223533,127.0323247,2020-06-15
우이동만남의광장,CCTV(광장위정자옆),서울특별시,강북구,교통시설,서울특별시,PublicWiFi@Seoul,2015-01,서울특별시 강북구 우이동 186-5,서울특별시 강북구 우이동 186-5,서울특별시,02-901-7212,37.6619509,127.0077656,2020-06-15
우이동만남의광장,CCTV(광장위정자옆),서울특별시,강북구,교통시설,서울특별시,PublicWiFi@Seoul,2015-01,서울특별시 강북구 우이동 186-5,서울특별시 강북구 우이동 186-5,서울특별시,02-901-7212,37.6619509,127.0077656,2020-06-15
북한산우이동등산로 입구,등산로 입구 CCTV 시설물,서울특별시,강북구,교통시설,서울특별시,PublicWiFi@Seoul,2015-01,서울특별시 강북구 삼양로173길 66,서울특별시 강북구 우이동 181-2,서울특별시,02-901-7212,37.6624923,127.0089926,2020-06-15
북한산우이동등산로 입구,등산로 입구 CCTV 시설물,서울특별시,강북구,교통시설,서울특별시,PublicWiFi@Seoul,2015-01,서울특별시 강북구 삼양로173길 66,서울특별시 강북구 우이동 181-2,서울특별시,02-901-7212,37.6624923,127.0089926,2020-06-15
솔샘시장,시장 입구 CCTV 시설물,서울특별시,강북구,편의시설,서울특별시,PublicWiFi@Seoul,2015-01,서울특별시 강북구 삼양로27길 38,서울특별시 강북구 미아동 698-3,서울특별시,02-901-7212,37.6190615,127.0190036,2020-06-15
솔샘시장,시장 입구 CCTV 시설물,서울특별시,강북구,편의시설,서울특별시,PublicWiFi@Seoul,2015-01,서울특별시 강북구 삼양로27길 38,서울특별시 강북구 미아동 698-3,서울특별시,02-901-7212,37.6190615,127.0190036,2020-06-15
인수초등학교,학교 입구 CCTV 시설물,서울특별시,강북구,교통시설,서울특별시,PublicWiFi@Seoul,2015-01,서울특별시 강북구 인수봉로75길 10,서울특별시 강북구 수유동 551,서울특별시,02-901-7212,37.6437225,127.0100941,2020-06-15
인수초등학교,학교 입구 CCTV 시설물,서울특별시,강북구,교통시설,서울특별시,PublicWiFi@Seoul,2015-01,서울특별시 강북구 인수봉로75길 10,서울특별시 강북구 수유동 551,서울특별시,02-901-7212,37.6437225,127.0100941,2020-06-15
우이초등학교,학교 후문 CCTV 시설물,서울특별시,강북구,교통시설,서울특별시,PublicWiFi@Seoul,2015-01,서울특별시 강북구 삼양로99길 36,서울특별시 강북구 수유동 409-6,서울특별시,02-901-7212,37.6384676,127.0149326,2020-06-15
삼각산초등학교,학교 입구 CCTV 시설물,서울특별시,강북구,교통시설,서울특별시,PublicWiFi@Seoul,2015-01,서울특별시 강북구 삼양로19길 141,서울특별시 강북구 미아동 1357-11,서울특별시,02-901-7212,37.6157187,127.015176,2020-06-15
삼각산초등학교,학교 입구 CCTV 시설물,서울특별시,강북구,교통시설,서울특별시,PublicWiFi@Seoul,2015-01,서울특별시 강북구 삼양로19길 141,서울특별시 강북구 미아동 1357-11,서울특별시,02-901-7212,37.6157187,127.015176,2020-06-15
미양초등학교,학교 입구 CCTV 시설물,서울특별시,강북구,교통시설,서울특별시,PublicWiFi@Seoul,2015-01,서울특별시 강북구 솔샘로 195,서울특별시 강북구 미아동 837-687,서울특별시,02-901-7212,37.6209603,127.0135981,2020-06-15
미양초등학교,학교 입구 CCTV 시설물,서울특별시,강북구,교통시설,서울특별시,PublicWiFi@Seoul,2015-01,서울특별시 강북구 솔샘로 195,서울특별시 강북구 미아동 837-687,서울특별시,02-901-7212,37.6209603,127.0135981,2020-06-15
강북구민운동장,강북구민운동장 시설물,서울특별시,강북구,지역문화시설,서울특별시,PublicWiFi@Seoul,2015-01,서울특별시 강북구 오현로 187-25,서울특별시 강북구 번동 317,서울특별시,02-901-7212,37.629599,127.037715,2020-06-15
강북구민운동장,강북구민운동장 시설물,서울특별시,강북구,지역문화시설,서울특별시,PublicWiFi@Seoul,2015-01,서울특별시 강북구 오현로 187-25,서울특별시 강북구 번동 317,서울특별시,02-901-7212,37.629599,127.037715,2020-06-15
강북구민운동장,강북구민운동장 시설물,서울특별시,강북구,지역문화시설,서울특별시,PublicWiFi@Seoul,2015-01,서울특별시 강북구 오현로 187-25,서울특별시 강북구 번동 317,서울특별시,02-901-7212,37.629599,127.037715,2020-06-15
벽오산어린이공원,공원내 CCTV 시설물,서울특별시,강북구,지역문화시설,서울특별시,PublicWiFi@Seoul,2016-01,서울특별시 강북구 미아동 258-56,서울특별시 강북구 미아동 258-56,서울특별시,02-901-7212,37.64649,127.01578,2020-06-15
오동근린공원(율곡어린이놀이터),공원내 CCTV 시설물,서울특별시,강북구,지역문화시설,서울특별시,PublicWiFi@Seoul,2016-01,서울특별시 강북구 오패산로52사길 24,서울특별시 강북구 미아동 산25-13,서울특별시,02-901-7212,37.628154,127.031652,2020-06-15
세일어린이공원,공원내 CCTV 시설물,서울특별시,강북구,지역문화시설,서울특별시,PublicWiFi@Seoul,2016-01,서울특별시 강북구 미아동 162-1,서울특별시 강북구 미아동 162-1,서울특별시,02-901-7212,37.633497,127.025255,2020-06-15
으뜸어린이공원,공원내 CCTV 시설물,서울특별시,강북구,지역문화시설,서울특별시,PublicWiFi@Seoul,2016-01,서울특별시 강북구 미아동 309-43,서울특별시 강북구 미아동 309-43,서울특별시,02-901-7212,37.623624,127.025974,2020-06-15
푸른어린이공원,공원내 CCTV 시설물,서울특별시,강북구,지역문화시설,서울특별시,PublicWiFi@Seoul,2016-01,서울특별시 강북구 수유동 516-44,서울특별시 강북구 수유동 516-44,서울특별시,02-901-7212,37.64649,127.01578,2020-06-15
장미원어린이공원,공원내 CCTV 시설물,서울특별시,강북구,지역문화시설,서울특별시,PublicWiFi@Seoul,2016-01,서울특별시 강북구 수유동 276-10,서울특별시 강북구 수유동 276-10,서울특별시,02-901-7212,37.638525,127.018605,2020-06-15
소귀어린이공원,공원내 CCTV 시설물,서울특별시,강북구,지역문화시설,서울특별시,PublicWiFi@Seoul,2016-01,서울특별시 강북구 수유동 25-1,서울특별시 강북구 수유동 25-1,서울특별시,02-901-7212,37.627779,127.022526,2020-06-15
한빛어린이공원,공원내 CCTV 시설물,서울특별시,강북구,지역문화시설,서울특별시,PublicWiFi@Seoul,2016-01,서울특별시 강북구 미아동 222-20,서울특별시 강북구 미아동 222-20,서울특별시,02-901-7212,37.625467,127.019804,2020-06-15
늘푸른공원,공원내 CCTV 시설물,서울특별시,강북구,지역문화시설,서울특별시,PublicWiFi@Seoul,2016-01,서울특별시 강북구 미아동 797-9,서울특별시 강북구 미아동 797-9,서울특별시,02-901-7212,37.625368,127.019613,2020-06-15
빨래골어린이공원,공원내 CCTV 시설물,서울특별시,강북구,지역문화시설,서울특별시,PublicWiFi@Seoul,2017-01,서울특별시 강북구 수유동 475-115,서울특별시 강북구 수유동 475-115,서울특별시,02-901-7212,37.6293847,127.0060833,2020-06-15
보등골어린이공원,공원내 CCTV 시설물,서울특별시,강북구,지역문화시설,서울특별시,PublicWiFi@Seoul,2017-01,서울특별시 강북구 인수동 605-209,서울특별시 강북구 인수동 605-209,서울특별시,02-901-7212,37.6350163,127.0096516,2020-06-15
북서울꿈의숲,안내소,서울특별시,강북구,지역문화시설,서울특별시,PublicWiFi@Seoul,2014-01,서울특별시 강북구 월계로 173,서울특별시 강북구 번동 산28-6,서울특별시,02-901-7212,37.6203676,127.0429886,2020-06-15
북서울꿈의숲,미아보호소,서울특별시,강북구,지역문화시설,서울특별시,PublicWiFi@Seoul,2014-01,서울특별시 강북구 월계로 173,서울특별시 강북구 번동 산28-6,서울특별시,02-901-7212,37.6203676,127.0429886,2020-06-15
북서울꿈의숲,다목적실,서울특별시,강북구,지역문화시설,서울특별시,PublicWiFi@Seoul,2014-01,서울특별시 강북구 월계로 173,서울특별시 강북구 번동 산28-6,서울특별시,02-901-7212,37.6203676,127.0429886,2020-06-15
북서울꿈의숲,모유수유실,서울특별시,강북구,지역문화시설,서울특별시,PublicWiFi@Seoul,2014-01,서울특별시 강북구 월계로 173,서울특별시 강북구 번동 산28-6,서울특별시,02-901-7212,37.6203676,127.0429886,2020-06-15
번동노인요양원,2층 생활실,서울특별시,강북구,기타,서울특별시,PublicWiFi@Seoul,2018-01,서울특별시 강북구 한천로105길 24,"서울특별시 강북구 번동 241, 주공아파트 202동 2층",서울특별시,02-901-7212,37.626216,127.046233,2020-06-15
미아실버데이케어센터,지하1층 식당,서울특별시,강북구,기타,서울특별시,PublicWiFi@Seoul,2018-01,서울특별시 강북구 솔매로43길 25,서울특별시 강북구 미아동 223-18,서울특별시,02-901-7212,37.626889,127.023719,2020-06-15
미아실버데이케어센터,2층 생활실,서울특별시,강북구,기타,서울특별시,PublicWiFi@Seoul,2018-01,서울특별시 강북구 솔매로43길 25,서울특별시 강북구 미아동 223-18,서울특별시,02-901-7212,37.626889,127.023719,2020-06-15
미아실버데이케어센터,3층 사무실,서울특별시,강북구,기타,서울특별시,PublicWiFi@Seoul,2018-01,서울특별시 강북구 솔매로43길 25,서울특별시 강북구 미아동 223-18,서울특별시,02-901-7212,37.626889,127.023719,2020-06-15
번동데이케어센터,2층 케어실,서울특별시,강북구,기타,서울특별시,PublicWiFi@Seoul,2018-01,서울특별시 강북구 월계로 187,서울특별시 강북구 번동 106-2,서울특별시,02-901-7212,37.620922,127.045235,2020-06-15
번동데이케어센터,3층 사무실,서울특별시,강북구,기타,서울특별시,PublicWiFi@Seoul,2018-01,서울특별시 강북구 월계로 187,서울특별시 강북구 번동 106-2,서울특별시,02-901-7212,37.620922,127.045235,2020-06-15
수유데이케어센터,"3층 케어실, 3층 사무실",서울특별시,강북구,기타,서울특별시,PublicWiFi@Seoul,2018-01,서울특별시 강북구 덕릉로 46,서울특별시 강북구 수유동 472-4,서울특별시,02-901-7212,37.634064,127.018623,2020-06-15
